Date;Workout Name;Exercise Name;Set Order;Weight;Weight Unit;Reps;RPE;Distance;Distance Unit;Seconds;Notes;Workout Notes
2020-08-22 09:51:06;"Quarantine";"Kettlebell Swing";3;44.09;lbs;20;;;;0;;
2020-08-22 09:51:06;"Quarantine";"Kettlebell Swing";4;44.09;lbs;31;;;;0;;
2020-08-22 09:51:06;"Quarantine";"Deadlift (Dumbbell)";1;44.09;lbs;25;;;;0;"";
2020-08-22 09:51:06;"Quarantine";"Deadlift (Dumbbell)";2;44.09;lbs;20;;;;0;;
2020-08-22 09:51:06;"Quarantine";"Deadlift (Dumbbell)";3;44.09;lbs;25;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Plank";1;;;;;;mi.;30;"";""
2020-08-24 07:00:11;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-08-24 07:00:11;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-08-24 07:00:11;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-08-24 07:00:11;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Push Up";4;;;10;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-08-24 07:00:11;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Bench Dip";3;;;15;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Front Raise (Dumbbell)";1;6;kg;20;;;;0;"";
2020-08-24 07:00:11;"Quarantine";"Front Raise (Dumbbell)";2;6;kg;24;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Front Raise (Dumbbell)";3;6;kg;20;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Bent Over Row (Dumbbell)";1;44.09;lbs;25;;;;0;"";
2020-08-24 07:00:11;"Quarantine";"Bent Over Row (Dumbbell)";2;44.09;lbs;15;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Bent Over Row (Dumbbell)";3;44.09;lbs;20;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Bent Over Row (Dumbbell)";4;44.09;lbs;15;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Kettlebell Swing";1;44.09;lbs;25;;;;0;"";
2020-08-24 07:00:11;"Quarantine";"Kettlebell Swing";2;44.09;lbs;25;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Kettlebell Swing";3;44.09;lbs;25;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Kettlebell Swing";4;44.09;lbs;25;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Deadlift (Dumbbell)";1;44.09;lbs;20;;;;0;"";
2020-08-24 07:00:11;"Quarantine";"Deadlift (Dumbbell)";2;44.09;lbs;15;;;;0;;
2020-08-24 07:00:11;"Quarantine";"Deadlift (Dumbbell)";3;44.09;lbs;15;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-08-25 08:56:54;"Quarantine";"Russian Twist";1;;;15;;;;0;"";
2020-08-25 08:56:54;"Quarantine";"Russian Twist";2;;;15;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Russian Twist";3;;;15;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-08-25 08:56:54;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Push Up";4;;;17;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-08-25 08:56:54;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Bench Dip";3;;;15;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Front Raise (Dumbbell)";1;6;kg;24;;;;0;"";
2020-08-25 08:56:54;"Quarantine";"Front Raise (Dumbbell)";2;6;kg;28;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Front Raise (Dumbbell)";3;6;kg;20;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Bent Over Row (Dumbbell)";1;44.09;lbs;25;;;;0;"";
2020-08-25 08:56:54;"Quarantine";"Bent Over Row (Dumbbell)";2;44.09;lbs;25;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Bent Over Row (Dumbbell)";3;44.09;lbs;16;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Bent Over Row (Dumbbell)";4;44.09;lbs;25;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Kettlebell Swing";1;44.09;lbs;25;;;;0;"";
2020-08-25 08:56:54;"Quarantine";"Kettlebell Swing";2;44.09;lbs;25;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Kettlebell Swing";3;44.09;lbs;25;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Kettlebell Swing";4;44.09;lbs;25;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Deadlift (Dumbbell)";1;44.09;lbs;12;;;;0;"";
2020-08-25 08:56:54;"Quarantine";"Deadlift (Dumbbell)";2;44.09;lbs;12;;;;0;;
2020-08-25 08:56:54;"Quarantine";"Deadlift (Dumbbell)";3;44.09;lbs;12;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-08-27 12:28:06;"Quarantine";"Plank";1;;;;;;mi.;45;"";
2020-08-27 12:28:06;"Quarantine";"Plank";2;;;;;;mi.;45;;
2020-08-27 12:28:06;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-08-27 12:28:06;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-08-27 12:28:06;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Push Up";3;;;20;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-08-27 12:28:06;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Bench Dip";3;;;15;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Front Raise (Dumbbell)";1;6;kg;24;;;;0;"";
2020-08-27 12:28:06;"Quarantine";"Front Raise (Dumbbell)";2;6;kg;20;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Front Raise (Dumbbell)";3;6;kg;20;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Bent Over Row (Dumbbell)";1;44.09;lbs;20;;;;0;"";
2020-08-27 12:28:06;"Quarantine";"Bent Over Row (Dumbbell)";2;44.09;lbs;20;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Bent Over Row (Dumbbell)";3;44.09;lbs;20;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Kettlebell Swing";1;44.09;lbs;25;;;;0;"";
2020-08-27 12:28:06;"Quarantine";"Kettlebell Swing";2;44.09;lbs;25;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Kettlebell Swing";3;44.09;lbs;25;;;;0;;
2020-08-27 12:28:06;"Quarantine";"Kettlebell Swing";4;44.09;lbs;25;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-08-28 11:57:30;"Quarantine";"Plank";1;;;;;;mi.;45;"";
2020-08-28 11:57:30;"Quarantine";"Plank";2;;;;;;mi.;45;;
2020-08-28 11:57:30;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-08-28 11:57:30;"Quarantine";"Push Up";1;;;20;;;;0;"";
2020-08-28 11:57:30;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Push Up";4;;;15;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Bench Dip";1;;;16;;;;0;"";
2020-08-28 11:57:30;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Front Raise (Dumbbell)";1;6;kg;20;;;;0;"";
2020-08-28 11:57:30;"Quarantine";"Front Raise (Dumbbell)";2;6;kg;20;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Front Raise (Dumbbell)";3;6;kg;20;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Bent Over Row (Dumbbell)";1;44.09;lbs;20;;;;0;"";
2020-08-28 11:57:30;"Quarantine";"Bent Over Row (Dumbbell)";2;44.09;lbs;25;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Bent Over Row (Dumbbell)";3;44.09;lbs;20;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Bent Over Row (Dumbbell)";4;44.09;lbs;25;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Kettlebell Swing";1;44.09;lbs;25;;;;0;"";
2020-08-28 11:57:30;"Quarantine";"Kettlebell Swing";2;44.09;lbs;25;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Kettlebell Swing";3;44.09;lbs;25;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Kettlebell Swing";4;44.09;lbs;25;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Deadlift (Dumbbell)";1;44.09;lbs;15;;;;0;"";
2020-08-28 11:57:30;"Quarantine";"Deadlift (Dumbbell)";2;44.09;lbs;12;;;;0;;
2020-08-28 11:57:30;"Quarantine";"Deadlift (Dumbbell)";3;44.09;lbs;12;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-08-31 11:53:29;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-08-31 11:53:29;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-08-31 11:53:29;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-08-31 11:53:29;"Quarantine";"Push Up";1;;;20;;;;0;"";
2020-08-31 11:53:29;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-08-31 11:53:29;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Front Raise (Dumbbell)";1;6;kg;20;;;;0;"";
2020-08-31 11:53:29;"Quarantine";"Front Raise (Dumbbell)";2;6;kg;20;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Front Raise (Dumbbell)";3;6;kg;24;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Bent Over Row (Dumbbell)";1;44.09;lbs;25;;;;0;"";
2020-08-31 11:53:29;"Quarantine";"Bent Over Row (Dumbbell)";2;44.09;lbs;25;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Bent Over Row (Dumbbell)";3;44.09;lbs;25;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Kettlebell Swing";1;44.09;lbs;25;;;;0;"";
2020-08-31 11:53:29;"Quarantine";"Kettlebell Swing";2;44.09;lbs;25;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Kettlebell Swing";3;44.09;lbs;25;;;;0;;
2020-08-31 11:53:29;"Quarantine";"Kettlebell Swing";4;44.09;lbs;25;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-01 11:49:46;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-01 11:49:46;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-09-01 11:49:46;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-09-01 11:49:46;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-01 11:49:46;"Quarantine";"Push Up";2;;;20;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-09-01 11:49:46;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Front Raise (Dumbbell)";1;6;kg;20;;;;0;"";
2020-09-01 11:49:46;"Quarantine";"Front Raise (Dumbbell)";2;6;kg;24;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Front Raise (Dumbbell)";3;6;kg;30;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Bent Over Row (Dumbbell)";1;44.09;lbs;20;;;;0;"";
2020-09-01 11:49:46;"Quarantine";"Bent Over Row (Dumbbell)";2;44.09;lbs;20;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Bent Over Row (Dumbbell)";3;44.09;lbs;20;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Kettlebell Swing";1;44.09;lbs;15;;;;0;"";
2020-09-01 11:49:46;"Quarantine";"Kettlebell Swing";2;44.09;lbs;15;;;;0;;
2020-09-01 11:49:46;"Quarantine";"Kettlebell Swing";3;44.09;lbs;20;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-05 11:55:14;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-05 11:55:14;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-09-05 11:55:14;"Quarantine";"Plank";3;;;;;;mi.;30;;
2020-09-05 11:55:14;"Quarantine";"Push Up";1;;;10;;;;0;"";
2020-09-05 11:55:14;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-09-05 11:55:14;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Bench Dip";3;;;15;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Front Raise (Dumbbell)";1;6;kg;20;;;;0;"";
2020-09-05 11:55:14;"Quarantine";"Front Raise (Dumbbell)";2;6.8;kg;16;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Front Raise (Dumbbell)";3;6.8;kg;12;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Bent Over One Arm Row (Dumbbell)";1;6.8;kg;30;;;;0;"";
2020-09-05 11:55:14;"Quarantine";"Bent Over One Arm Row (Dumbbell)";2;6.8;kg;40;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Bent Over One Arm Row (Dumbbell)";3;6.8;kg;40;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Kettlebell Swing";1;14.99;lbs;25;;;;0;"";
2020-09-05 11:55:14;"Quarantine";"Kettlebell Swing";2;44.09;lbs;25;;;;0;;
2020-09-05 11:55:14;"Quarantine";"Kettlebell Swing";3;44.09;lbs;25;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-06 11:10:53;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-06 11:10:53;"Quarantine";"Plank";2;;;;;;mi.;45;;
2020-09-06 11:10:53;"Quarantine";"Plank";3;;;;;;mi.;30;;
2020-09-06 11:10:53;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-06 11:10:53;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-09-06 11:10:53;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Bench Dip";3;;;15;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Front Raise (Dumbbell)";1;6.8;kg;15;;;;0;"";
2020-09-06 11:10:53;"Quarantine";"Front Raise (Dumbbell)";2;6.8;kg;15;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Bent Over One Arm Row (Dumbbell)";1;6.8;kg;60;;;;0;"";
2020-09-06 11:10:53;"Quarantine";"Bent Over One Arm Row (Dumbbell)";2;6.8;kg;50;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Bent Over One Arm Row (Dumbbell)";3;6.8;kg;50;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Kettlebell Swing";1;14.99;lbs;25;;;;0;"";
2020-09-06 11:10:53;"Quarantine";"Kettlebell Swing";2;44.09;lbs;25;;;;0;;
2020-09-06 11:10:53;"Quarantine";"Kettlebell Swing";3;44.09;lbs;25;;;;0;;
2020-09-07 11:22:09;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-07 11:22:09;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-07 11:22:09;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-09-07 11:22:09;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-09-07 11:22:09;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-07 11:22:09;"Quarantine";"Push Up";2;;;10;;;;0;;
2020-09-07 11:22:09;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-08 11:11:49;"Quarantine";"Plank";1;;;;;;mi.;45;"";
2020-09-08 11:11:49;"Quarantine";"Plank";2;;;;;;mi.;45;;
2020-09-08 11:11:49;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-09-08 11:11:49;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-08 11:11:49;"Quarantine";"Push Up";2;;;10;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Push Up";3;;;18;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2020-09-08 11:11:49;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Overhead Press (Dumbbell)";1;6.8;kg;20;;;;0;"";
2020-09-08 11:11:49;"Quarantine";"Overhead Press (Dumbbell)";2;6.8;kg;20;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Overhead Press (Dumbbell)";3;6.8;kg;20;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Bent Over One Arm Row (Dumbbell)";1;6.8;kg;40;;;;0;"";
2020-09-08 11:11:49;"Quarantine";"Bent Over One Arm Row (Dumbbell)";2;6.8;kg;50;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Bent Over One Arm Row (Dumbbell)";3;6.8;kg;40;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Kettlebell Swing";1;14.99;lbs;30;;;;0;"";
2020-09-08 11:11:49;"Quarantine";"Kettlebell Swing";2;14.99;lbs;30;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Kettlebell Swing";3;14.99;lbs;30;;;;0;;
2020-09-08 11:11:49;"Quarantine";"Kettlebell Swing";4;14.99;lbs;40;;;;0;;
2020-09-10 11:47:43;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-10 11:47:43;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-10 11:47:43;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-09-10 11:47:43;"Quarantine";"Plank";3;;;;;;mi.;30;;
2020-09-10 11:47:43;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-10 11:47:43;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-09-10 11:47:43;"Quarantine";"Push Up";3;;;20;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Bench Dip";1;;;20;;;;0;"";""
2020-09-10 17:15:03;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Overhead Press (Dumbbell)";1;6.8;kg;20;;;;0;"";
2020-09-10 17:15:03;"Quarantine";"Overhead Press (Dumbbell)";2;6.8;kg;20;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Overhead Press (Dumbbell)";3;6.8;kg;25;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Bent Over One Arm Row (Dumbbell)";1;6.8;kg;40;;;;0;"";
2020-09-10 17:15:03;"Quarantine";"Bent Over One Arm Row (Dumbbell)";2;6.8;kg;40;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Bent Over One Arm Row (Dumbbell)";3;6.8;kg;50;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Kettlebell Swing";1;14.99;lbs;25;;;;0;"";
2020-09-10 17:15:03;"Quarantine";"Kettlebell Swing";2;14.99;lbs;30;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Kettlebell Swing";3;14.99;lbs;30;;;;0;;
2020-09-10 17:15:03;"Quarantine";"Kettlebell Swing";4;14.99;lbs;30;;;;0;;
2020-09-12 12:10:05;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-12 12:10:05;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-12 12:10:05;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-09-12 12:10:05;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-09-12 12:10:05;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-12 12:10:05;"Quarantine";"Push Up";2;;;20;;;;0;;
2020-09-12 12:10:05;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-12 12:10:05;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-09-12 12:10:05;"Quarantine";"Bench Dip";2;;;15;;;;0;;
2020-09-12 12:10:05;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-12 12:10:05;"Quarantine";"Overhead Press (Dumbbell)";1;6.8;kg;20;;;;0;"";
2020-09-12 12:10:05;"Quarantine";"Overhead Press (Dumbbell)";2;6.8;kg;20;;;;0;;
2020-09-12 12:10:05;"Quarantine";"Overhead Press (Dumbbell)";3;6.8;kg;20;;;;0;;
2020-09-12 12:10:05;"Quarantine";"Kettlebell Swing";1;14.99;lbs;15;;;;0;"";
2020-09-12 17:29:08;"Quarantine";"Bent Over One Arm Row (Dumbbell)";1;6.8;kg;40;;;;0;"";""
2020-09-12 17:29:08;"Quarantine";"Bent Over One Arm Row (Dumbbell)";2;6.8;kg;40;;;;0;;
2020-09-12 17:29:08;"Quarantine";"Bent Over One Arm Row (Dumbbell)";3;6.8;kg;40;;;;0;;
2020-09-12 17:29:08;"Quarantine";"Kettlebell Swing";1;14.99;lbs;20;;;;0;"";
2020-09-12 17:29:08;"Quarantine";"Kettlebell Swing";2;14.99;lbs;15;;;;0;;
2020-09-12 17:29:08;"Quarantine";"Kettlebell Swing";3;14.99;lbs;25;;;;0;;
2020-09-14 11:38:45;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-14 11:38:45;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-14 11:38:45;"Quarantine";"Plank";2;;;;;;mi.;40;;
2020-09-14 11:38:45;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-09-14 11:38:45;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-14 11:38:45;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-09-14 11:38:45;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-14 11:38:45;"Quarantine";"Bench Dip";1;;;15;;;;0;"";
2020-09-14 11:38:45;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2020-09-14 11:38:45;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-14 11:38:45;"Quarantine";"Overhead Press (Dumbbell)";1;6.8;kg;20;;;;0;"";
2020-09-14 11:38:45;"Quarantine";"Overhead Press (Dumbbell)";2;6.8;kg;20;;;;0;;
2020-09-14 11:38:45;"Quarantine";"Overhead Press (Dumbbell)";3;6.8;kg;20;;;;0;;
2020-09-14 11:38:45;"Quarantine";"Kettlebell Swing";1;14.99;lbs;25;;;;0;"";
2020-09-15 11:30:02;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-15 11:30:02;"Quarantine";"Plank";1;;;;;;mi.;45;"";
2020-09-15 11:30:02;"Quarantine";"Plank";2;;;;;;mi.;45;;
2020-09-15 11:30:02;"Quarantine";"Plank";3;;;;;;mi.;45;;
2020-09-15 11:30:02;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-15 11:30:02;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-09-15 11:30:02;"Quarantine";"Push Up";3;;;20;;;;0;;
2020-09-15 11:30:02;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2020-09-15 11:30:02;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2020-09-15 11:30:02;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-15 11:30:02;"Quarantine";"Overhead Press (Dumbbell)";1;6.8;kg;20;;;;0;"";
2020-09-15 11:30:02;"Quarantine";"Overhead Press (Dumbbell)";2;6.8;kg;20;;;;0;;
2020-09-15 11:30:02;"Quarantine";"Overhead Press (Dumbbell)";3;6.8;kg;20;;;;0;;
2020-09-15 11:30:02;"Quarantine";"Kettlebell Swing";1;14.99;lbs;25;;;;0;"";
2020-09-17 11:33:03;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-17 11:33:03;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-17 11:33:03;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-09-17 11:33:03;"Quarantine";"Plank";3;;;;;;mi.;30;;
2020-09-17 11:33:03;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-17 11:33:03;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-09-17 11:33:03;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-17 11:33:03;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2020-09-17 11:33:03;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2020-09-17 11:33:03;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-17 11:33:03;"Quarantine";"Bench Dip";4;;;20;;;;0;;
2020-09-17 11:33:03;"Quarantine";"Overhead Press (Dumbbell)";1;6.8;kg;20;;;;0;"";
2020-09-17 11:33:03;"Quarantine";"Overhead Press (Dumbbell)";2;6.8;kg;20;;;;0;;
2020-09-18 14:32:56;"Quarantine";"Running (Treadmill)";1;;;;;;mi.;300;"";""
2020-09-18 14:32:56;"Quarantine";"Plank";1;;;;;;mi.;30;"";
2020-09-18 14:32:56;"Quarantine";"Plank";2;;;;;;mi.;30;;
2020-09-18 14:32:56;"Quarantine";"Plank";3;;;;;;mi.;30;;
2020-09-18 14:32:56;"Quarantine";"Push Up";1;;;15;;;;0;"";
2020-09-18 14:32:56;"Quarantine";"Push Up";2;;;15;;;;0;;
2020-09-18 14:32:56;"Quarantine";"Push Up";3;;;15;;;;0;;
2020-09-18 14:32:56;"Quarantine";"Bench Dip";1;;;20;;;;0;"";
2020-09-18 14:32:56;"Quarantine";"Bench Dip";2;;;20;;;;0;;
2020-09-18 14:32:56;"Quarantine";"Bench Dip";3;;;20;;;;0;;
2020-09-18 14:32:56;"Quarantine";"Overhead Press (Dumbbell)";1;6.8;kg;20;;;;0;"";
2020-09-18 14:32:56;"Quarantine";"Overhead Press (Dumbbell)";2;6.8;kg;20;;;;0;;
2020-09-18 14:32:56;"Quarantine";"Overhead Press (Dumbbell)";3;6.8;kg;20;;;;0;;
2020-09-18 14:32:56;"Quarantine";"Kettlebell Swing";1;14.99;lbs;15;;;;0;"";
2020-09-18 14:32:56;"Quarantine";"Kettlebell Swing";2;14.99;lbs;15;;;;0;;
